Protein,Cluster
GCF_000803745_1_ASM80374v1_genomic',cluster5
GCF_000803755_1_ASM80375v1_genomic',cluster3
GCF_000803805_1_ASM80380v1_genomic',cluster4
GCF_000803825_1_ASM80382v1_genomic',cluster3
GCF_000803845_1_ASM80384v1_genomic',cluster5
GCF_000803865_1_ASM80386v1_genomic',cluster3
GCF_000803885_1_ASM80388v1_genomic',cluster3
GCF_000803905_1_ASM80390v1_genomic',cluster3
GCF_000803925_1_ASM80392v1_genomic',cluster4
GCF_000803945_1_ASM80394v1_genomic',cluster5
GCF_000803965_1_ASM80396v1_genomic',cluster4
GCF_000803985_1_ASM80398v1_genomic',cluster3
GCF_000804005_1_ASM80400v1_genomic',cluster5
GCF_000804025_1_ASM80402v1_genomic',cluster4
GCF_000804045_1_ASM80404v1_genomic',cluster3
GCF_000804055_1_ASM80405v1_genomic',cluster4
GCF_000804065_1_ASM80406v1_genomic',cluster3
GCF_000804105_1_ASM80410v1_genomic',cluster3
GCF_000804125_1_ASM80412v1_genomic',cluster3
GCF_000804145_1_ASM80414v1_genomic',cluster5
GCF_000804165_1_ASM80416v1_genomic',cluster3
GCF_000804185_1_ASM80418v1_genomic',cluster4
GCF_000804205_1_ASM80420v1_genomic',cluster3
GCF_000804225_1_ASM80422v1_genomic',cluster3
GCF_000804245_1_ASM80424v1_genomic',cluster5
GCF_000804265_1_ASM80426v1_genomic',cluster3
GCF_000804285_1_ASM80428v1_genomic',cluster5
GCF_000805885_1_ASM80588v1_genomic',cluster5
GCF_000827085_1_ASM82708v1_genomic',cluster5
GCF_000828995_1_ASM82899v1_genomic',cluster5
GCF_000830545_2_ASM83054v2_genomic',cluster3
GCF_000835125_1_ASM83512v1_genomic',cluster4
GCF_000878485_1_ASM87848v1_genomic',cluster2
GCF_000934325_3_ASM93432v3_genomic',cluster2
GCF_000934585_1_ASM93458v1_genomic',cluster3
GCF_000947875_1_Genome_assembly_of_Mycobacterium_bovis_MB1_genomic',cluster2
GCF_000947895_1_Assembly_of_the_genome_MB3_genomic',cluster2
GCF_000967285_1_ASM96728v1_genomic',cluster2
GCF_000972185_1_ASM97218v1_genomic',cluster5
GCF_000972425_1_ASM97242v1_genomic',cluster3
GCF_000972445_1_ASM97244v1_genomic',cluster3
GCF_000972465_1_ASM97246v1_genomic',cluster9
GCF_000981265_1_ASM98126v1_genomic',cluster3
GCF_000982795_1_8080_8_14_genomic',cluster5
GCF_001017695_1_ASM101769v1_genomic',cluster3
GCF_001043255_1_ASM104325v1_genomic',cluster2
GCF_001049395_1_Aethiop_vetus_229_genomic',cluster9
GCF_001049415_1_Assembly_230_genomic',cluster9
GCF_001049435_1_Assembly_232_genomic',cluster9
GCF_001049455_1_Assembly_233_genomic',cluster9
GCF_001049475_1_Assembly_234_genomic',cluster9
GCF_001051255_1_ASM105125v1_genomic',cluster5
GCF_001078615_1_ASM107861v1_genomic',cluster2
GCF_001083085_1_7414_6_55_genomic',cluster1
GCF_001083565_1_8080_8_11_genomic',cluster3
GCF_001084845_1_6280_6_11_genomic',cluster5
GCF_001085125_1_7414_6_62_genomic',cluster5
GCF_001086825_1_ASM108682v1_genomic',cluster5
GCF_001086985_1_8080_8_12_genomic',cluster5
GCF_001088225_1_7414_6_19_genomic',cluster3
GCF_001088285_1_6280_8_7_genomic',cluster5
GCF_001088465_1_7414_6_17_genomic',cluster5
GCF_001088665_1_9278_1_8_genomic',cluster5
GCF_001090285_1_6280_7_5_genomic',cluster5
GCF_001090305_1_9278_1_10_genomic',cluster5
GCF_001090405_1_7414_6_40_genomic',cluster5
GCF_001091605_1_6280_6_6_genomic',cluster7
GCF_001091965_1_8080_8_19_genomic',cluster5
GCF_001092505_1_7414_6_3_genomic',cluster5
GCF_001093225_1_7414_6_13_genomic',cluster5
GCF_001094405_1_7414_6_37_genomic',cluster3
GCF_001096245_1_6280_8_1_genomic',cluster5
GCF_001096785_1_6180_1_1_genomic',cluster5
GCF_001096945_1_7414_6_14_genomic',cluster5
GCF_001097325_1_8080_8_21_genomic',cluster3
GCF_001097745_1_6180_1_2_genomic',cluster5
GCF_001099065_1_8080_8_25_genomic',cluster5
GCF_001099745_1_8080_8_30_genomic',cluster5
GCF_001099945_1_6280_8_8_genomic',cluster5
GCF_001102605_1_7414_6_49_genomic',cluster3
GCF_001102685_1_8080_8_17_genomic',cluster3
GCF_001102705_1_7414_6_18_genomic',cluster5
GCF_001103285_1_6180_1_3_genomic',cluster5
GCF_001103985_1_8080_8_35_genomic',cluster3
GCF_001105365_1_4948_5_10_genomic',cluster0
GCF_001105885_1_6280_7_7_genomic',cluster5
GCF_001105945_1_8080_8_24_genomic',cluster5
GCF_001106545_1_6280_8_3_genomic',cluster5
GCF_001107145_1_7414_6_44_genomic',cluster5
GCF_001109345_1_7414_6_26_genomic',cluster5
GCF_001110005_1_6280_7_6_genomic',cluster5
GCF_001111525_1_7414_6_31_genomic',cluster3
GCF_001111885_1_8080_8_5_genomic',cluster1
GCF_001112325_1_8080_8_37_genomic',cluster5
GCF_001112865_1_4925_1_7_genomic',cluster5
GCF_001114085_1_8080_8_20_genomic',cluster5
GCF_001115905_1_7414_6_20_genomic',cluster5
GCF_001116025_1_7414_6_10_genomic',cluster5
GCF_001116745_1_4948_5_8_genomic',cluster5
GCF_001117725_1_7414_6_5_genomic',cluster3
GCF_001118545_1_6280_6_10_genomic',cluster9
GCF_001119505_1_7414_6_7_genomic',cluster5
GCF_001119665_1_6280_7_1_genomic',cluster5
GCF_001119945_1_6180_1_9_genomic',cluster5
GCF_001120965_1_6180_2_4_genomic',cluster5
GCF_001121325_1_6280_6_8_genomic',cluster5
GCF_001121545_1_8080_8_32_genomic',cluster9
GCF_001121985_1_6280_8_4_genomic',cluster5
GCF_001122345_1_7414_6_6_genomic',cluster3
GCF_001123765_1_8080_8_38_genomic',cluster5
GCF_001123785_1_6180_1_4_genomic',cluster5
GCF_001125745_1_7414_6_22_genomic',cluster5
GCF_001125785_1_7414_6_8_genomic',cluster5
GCF_001126925_1_6180_2_9_genomic',cluster5
GCF_001127945_1_6180_1_10_genomic',cluster5
GCF_001128125_1_6280_6_9_genomic',cluster5
GCF_001128725_1_4948_5_12_genomic',cluster5
GCF_001128805_1_8080_8_40_genomic',cluster1
GCF_001128865_1_7414_6_32_genomic',cluster3
GCF_001130685_1_7414_6_61_genomic',cluster5
GCF_001131705_1_7414_6_42_genomic',cluster3
GCF_001131785_1_8080_8_18_genomic',cluster3
GCF_001132305_1_6280_6_2_genomic',cluster7
GCF_001133005_1_4948_5_5_genomic',cluster5
GCF_001133325_1_6280_7_2_genomic',cluster5
GCF_001133345_1_7414_6_58_genomic',cluster3
GCF_001133985_1_7414_6_30_genomic',cluster7
GCF_001134265_1_7414_6_36_genomic',cluster3
GCF_001134885_1_4948_5_1_genomic',cluster5
GCF_001136885_1_8080_8_2_genomic',cluster5
GCF_001138485_1_7414_6_29_genomic',cluster3
GCF_001140405_1_6180_2_10_genomic',cluster7
GCF_001141505_1_6180_2_3_genomic',cluster5
GCF_001141625_1_8080_8_6_genomic',cluster1
GCF_001141705_1_8080_8_31_genomic',cluster9
GCF_001142645_1_7414_6_11_genomic',cluster7
GCF_001143165_1_7414_6_53_genomic',cluster3
GCF_001143545_1_7414_6_50_genomic',cluster3
GCF_001144145_1_7414_6_51_genomic',cluster1
GCF_001144605_1_7414_6_4_genomic',cluster3
GCF_001145765_1_8080_8_3_genomic',cluster9
GCF_001147025_1_8080_8_39_genomic',cluster1
GCF_001147145_1_6180_2_5_genomic',cluster5
GCF_001147745_1_7414_6_2_genomic',cluster5
GCF_001148065_1_6280_6_1_genomic',cluster7
GCF_001149285_1_6280_6_4_genomic',cluster7
GCF_001151565_1_7414_6_47_genomic',cluster3
GCF_001151685_1_7414_6_39_genomic',cluster5
GCF_001152945_1_7414_6_57_genomic',cluster3
GCF_001155105_1_8080_8_8_genomic',cluster3
GCF_001155525_1_6180_1_5_genomic',cluster5
GCF_001155865_1_7414_6_21_genomic',cluster5
GCF_001155985_1_6280_6_7_genomic',cluster5
GCF_001156445_1_7414_6_24_genomic',cluster3
GCF_001157085_1_7414_6_33_genomic',cluster5
GCF_001158445_1_6280_6_3_genomic',cluster5
GCF_001159945_1_8080_8_1_genomic',cluster5
GCF_001160825_1_6180_2_2_genomic',cluster5
GCF_001162825_1_5227_6_10_genomic',cluster5
GCF_001163125_1_6280_7_4_genomic',cluster5
GCF_001163485_1_7414_6_59_genomic',cluster3
GCF_001164205_1_5237_5_5_genomic',cluster5
GCF_001164225_1_8080_8_4_genomic',cluster9
GCF_001165005_1_6280_6_5_genomic',cluster7
GCF_001165085_1_5227_7_4_genomic',cluster5
GCF_001166245_1_7414_6_16_genomic',cluster5
GCF_001166845_1_5227_7_6_genomic',cluster5
GCF_001166985_1_7414_6_25_genomic',cluster5
GCF_001167185_1_4925_1_1_genomic',cluster5
GCF_001168805_1_8080_8_36_genomic',cluster3
GCF_001169425_1_9278_1_11_genomic',cluster5
GCF_001169565_1_8080_8_27_genomic',cluster3
GCF_001169865_1_4948_5_9_genomic',cluster5
GCF_001170265_1_5237_7_2_genomic',cluster5
GCF_001170685_1_4948_5_7_genomic',cluster5
GCF_001172005_1_8080_8_33_genomic',cluster3
GCF_001172585_1_6180_2_6_genomic',cluster7
GCF_001172865_1_7414_6_54_genomic',cluster3
GCF_001173105_1_7414_6_27_genomic',cluster3
GCF_001174265_1_7414_6_48_genomic',cluster3
GCF_001174865_1_5227_5_3_genomic',cluster5
GCF_001183005_1_ASM118300v1_genomic',cluster9
GCF_001183025_1_ASM118302v1_genomic',cluster9
GCF_001183035_1_ASM118303v1_genomic',cluster9
GCF_001184735_1_ASM118473v1_genomic',cluster2
GCF_001191715_1_5505_8_8_genomic',cluster6
GCF_001191955_1_5319_2_9_genomic',cluster3
GCF_001192435_1_5319_2_1_genomic',cluster5
GCF_001192515_1_5237_6_10_genomic',cluster5
GCF_001192575_1_5237_8_10_genomic',cluster5
GCF_001193015_1_5505_8_1_genomic',cluster5
GCF_001193075_1_5237_7_6_genomic',cluster9
GCF_001193195_1_5227_5_9_genomic',cluster5
GCF_001193775_1_5227_8_8_genomic',cluster5
GCF_001193955_1_5227_7_5_genomic',cluster5
GCF_001194055_1_5227_5_5_genomic',cluster5
GCF_001194425_1_5237_7_5_genomic',cluster9
GCF_001194925_1_5237_6_7_genomic',cluster5
GCF_001195185_1_5319_2_7_genomic',cluster3
GCF_001195325_1_5237_7_4_genomic',cluster9
GCF_001195645_1_5227_5_11_genomic',cluster5
GCF_001195665_1_5227_8_6_genomic',cluster3
GCF_001195685_1_5505_8_10_genomic',cluster5
GCF_001195725_1_5227_8_5_genomic',cluster3
GCF_001195765_1_5227_6_2_genomic',cluster5
GCF_001195845_1_5237_8_3_genomic',cluster5
GCF_001195905_1_5227_7_7_genomic',cluster5
GCF_001195965_1_5227_6_5_genomic',cluster5
GCF_001196185_1_5237_7_9_genomic',cluster9
GCF_001196225_1_5237_5_1_genomic',cluster5
GCF_001196315_1_6505_2_2_genomic',cluster5
GCF_001196335_1_5227_7_2_genomic',cluster5
GCF_001196635_1_5505_8_3_genomic',cluster3
GCF_001196715_1_6505_4_1_genomic',cluster5
GCF_001196835_1_5505_8_9_genomic',cluster5
GCF_001197035_1_5505_8_2_genomic',cluster5
GCF_001197095_1_5227_5_7_genomic',cluster5
GCF_001197435_1_5227_7_8_genomic',cluster3
GCF_001197555_1_5477_7_7_genomic',cluster5
GCF_001197655_1_5237_6_1_genomic',cluster5
GCF_001197895_1_5477_8_11_genomic',cluster5
GCF_001198275_1_5227_8_9_genomic',cluster5
GCF_001198575_1_6505_1_3_genomic',cluster5
GCF_001198855_1_5237_5_3_genomic',cluster5
GCF_001199275_1_5319_2_5_genomic',cluster3
GCF_001200015_1_5237_8_8_genomic',cluster5
GCF_001200255_1_6505_2_7_genomic',cluster5
GCF_001200495_1_5237_7_1_genomic',cluster5
GCF_001200555_1_5237_6_4_genomic',cluster5
GCF_001201055_1_6505_4_9_genomic',cluster5
GCF_001201115_1_5319_2_4_genomic',cluster3
GCF_001201335_1_5227_5_6_genomic',cluster5
GCF_001201655_1_5237_8_4_genomic',cluster5
GCF_001201915_1_5227_6_1_genomic',cluster5
GCF_001201935_1_5477_8_7_genomic',cluster5
GCF_001202555_1_5227_5_12_genomic',cluster5
GCF_001202635_1_6505_1_4_genomic',cluster5
GCF_001202675_1_5477_7_2_genomic',cluster5
GCF_001202715_1_5237_5_11_genomic',cluster5
GCF_001202835_1_6505_4_5_genomic',cluster5
GCF_001203055_1_5319_2_2_genomic',cluster5
GCF_001203635_1_5237_6_11_genomic',cluster5
GCF_001203995_1_6505_2_1_genomic',cluster5
GCF_001204175_1_5237_5_9_genomic',cluster5
GCF_001204235_1_5477_8_8_genomic',cluster5
GCF_001204535_1_5227_5_4_genomic',cluster5
GCF_001204575_1_5477_8_9_genomic',cluster5
GCF_001204695_1_5477_7_3_genomic',cluster3
GCF_001204715_1_5227_5_10_genomic',cluster5
GCF_001204895_1_5237_6_8_genomic',cluster5
GCF_001205295_1_6505_2_3_genomic',cluster5
GCF_001205775_1_5227_8_7_genomic',cluster5
GCF_001206155_1_5237_5_10_genomic',cluster5
GCF_001206715_1_6505_2_5_genomic',cluster5
GCF_001206955_1_5227_7_1_genomic',cluster5
GCF_001206975_1_6505_2_4_genomic',cluster5
GCF_001207075_1_5237_5_2_genomic',cluster5
GCF_001207215_1_5477_8_5_genomic',cluster5
GCF_001207555_1_6505_4_2_genomic',cluster5
GCF_001207715_1_6505_4_3_genomic',cluster5
GCF_001207945_1_5227_7_9_genomic',cluster3
GCF_001207985_1_5237_8_7_genomic',cluster5
GCF_001208165_1_6505_1_10_genomic',cluster5
GCF_001208465_1_5227_8_1_genomic',cluster3
GCF_001208525_1_5227_6_9_genomic',cluster5
GCF_001208625_1_5237_5_4_genomic',cluster5
GCF_001208685_1_6505_4_4_genomic',cluster5
GCF_001208765_1_5477_8_6_genomic',cluster5
GCF_001209145_1_5237_6_2_genomic',cluster5
GCF_001209385_1_5227_6_8_genomic',cluster5
GCF_001209445_1_5477_7_5_genomic',cluster5
GCF_001209585_1_5237_7_3_genomic',cluster9
GCF_001209665_1_5237_5_7_genomic',cluster5
GCF_001209805_1_5477_7_6_genomic',cluster5
GCF_001209825_1_5237_8_5_genomic',cluster5
GCF_001209945_1_5477_7_8_genomic',cluster5
GCF_001209965_1_5227_6_3_genomic',cluster5
GCF_001210105_1_5477_7_11_genomic',cluster3
GCF_001210125_1_5237_8_1_genomic',cluster5
GCF_001210305_1_5227_8_11_genomic',cluster5
GCF_001210385_1_5227_8_4_genomic',cluster3
GCF_001210505_1_6505_4_6_genomic',cluster5
GCF_001210525_1_5505_8_11_genomic',cluster3
GCF_001210545_1_5237_6_9_genomic',cluster5
GCF_001210665_1_5237_8_2_genomic',cluster5
GCF_001210825_1_5477_8_10_genomic',cluster5
GCF_001211105_1_5237_6_3_genomic',cluster5
GCF_001211205_1_5237_6_6_genomic',cluster5
GCF_001211425_1_5237_7_8_genomic',cluster9
GCF_001211465_1_5477_7_9_genomic',cluster5
GCF_001211585_1_6505_1_9_genomic',cluster5
GCF_001211605_1_5477_8_4_genomic',cluster5
GCF_001211765_1_5319_2_6_genomic',cluster3
GCF_001212345_1_5505_8_7_genomic',cluster3
GCF_001270365_1_ASM127036v1_genomic',cluster3
GCF_001270405_1_ASM127040v1_genomic',cluster3
GCF_001274555_1_ASM127455v1_genomic',cluster2
GCF_001275565_2_ASM127556v2_genomic',cluster4
GCF_001282445_1_ASM128244v1_genomic',cluster7
GCF_001282455_1_ASM128245v1_genomic',cluster7
GCF_001282465_1_ASM128246v1_genomic',cluster7
GCF_001282475_1_ASM128247v1_genomic',cluster7
GCF_001282525_1_ASM128252v1_genomic',cluster7
GCF_001282535_1_ASM128253v1_genomic',cluster7
GCF_001282555_1_ASM128255v1_genomic',cluster7
GCF_001282575_1_ASM128257v1_genomic',cluster7
GCF_001287005_1_bcg_Phipps_genomic',cluster2
GCF_001287045_1_bcg_Moreau_genomic',cluster2
GCF_001287065_1_bcg_Birkhaug_genomic',cluster2
GCF_001287105_1_bcg_Sweden_genomic',cluster2
GCF_001287125_1_bcg_Copenhagen_genomic',cluster2
GCF_001287165_1_bcg_Pasteur_genomic',cluster2
GCF_001287185_1_bcg_Glaxo_genomic',cluster2
GCF_001287205_1_bcg_Russia_genomic',cluster2
GCF_001287225_1_bcg_Prague_genomic',cluster2
GCF_001287245_1_bcg_China_genomic',cluster2
GCF_001287325_1_bcg_Connaught_genomic',cluster2
GCF_001287365_1_bcg_Tice_genomic',cluster2
GCF_001287425_1_bcg_Tokyo_genomic',cluster2
GCF_001287485_1_bcg_Frappier_genomic',cluster2
GCF_001293105_1_ASM129310v1_genomic',cluster2
GCF_001317365_1_ASM131736v1_genomic',cluster4
GCF_001317865_1_5227_8_2_genomic',cluster3
GCF_001317885_1_5227_7_11_genomic',cluster3
GCF_001317905_1_5227_8_3_genomic',cluster3
GCF_001317925_1_5227_5_8_genomic',cluster5
GCF_001317945_1_5227_7_3_genomic',cluster5
GCF_001317965_1_5227_6_7_genomic',cluster5
GCF_001317985_1_5227_5_2_genomic',cluster5
GCF_001318005_1_5227_6_4_genomic',cluster5
GCF_001318025_1_5227_6_6_genomic',cluster5
GCF_001318045_1_5227_8_10_genomic',cluster5
GCF_001318085_1_5227_7_10_genomic',cluster3
GCF_001318105_1_5237_5_8_genomic',cluster5
GCF_001318125_1_4948_5_4_genomic',cluster5
GCF_001318145_1_4948_5_6_genomic',cluster5
GCF_001318285_1_6505_1_2_genomic',cluster5
GCF_001318465_1_5477_7_4_genomic',cluster5
GCF_001318485_1_5477_8_3_genomic',cluster3
GCF_001318505_1_5477_8_2_genomic',cluster5
GCF_001318525_1_5477_7_10_genomic',cluster5
GCF_001318545_1_5477_8_1_genomic',cluster3
GCF_001318565_1_5237_7_7_genomic',cluster9
GCF_001318585_1_5237_7_10_genomic',cluster3
GCF_001318605_1_5505_8_5_genomic',cluster3
GCF_001318625_1_5505_8_4_genomic',cluster3
GCF_001318665_1_5319_2_11_genomic',cluster3
GCF_001318685_1_5319_2_10_genomic',cluster3
GCF_001318705_1_5319_2_8_genomic',cluster3
GCF_001318725_1_6505_2_6_genomic',cluster5
GCF_001318745_1_5477_7_1_genomic',cluster3
GCF_001318765_1_4948_5_3_genomic',cluster5
GCF_001318825_1_5237_8_6_genomic',cluster5
GCF_001318845_1_5237_8_9_genomic',cluster5
GCF_001318865_1_5237_8_11_genomic',cluster5
GCF_001318885_1_5319_2_3_genomic',cluster5
GCF_001318945_1_6505_2_8_genomic',cluster9
GCF_001318965_1_6505_2_9_genomic',cluster5
GCF_001318985_1_6505_4_7_genomic',cluster5
GCF_001319005_1_5237_7_11_genomic',cluster5
GCF_001319025_1_6505_4_8_genomic',cluster5
GCF_001319045_1_4948_5_11_genomic',cluster5
GCF_001321665_1_6954_1_49_genomic',cluster6
GCF_001321685_1_6972_6_21_genomic',cluster3
GCF_001321705_1_6954_7_11_genomic',cluster1
GCF_001321725_1_6954_8_69_genomic',cluster3
GCF_001321745_1_6954_8_55_genomic',cluster5
GCF_001321765_1_6954_8_56_genomic',cluster1
GCF_001321785_1_6954_7_48_genomic',cluster3
GCF_001321805_1_6954_8_67_genomic',cluster1
GCF_001321905_1_6972_6_23_genomic',cluster6
GCF_001321925_1_6954_7_30_genomic',cluster6
GCF_001321945_1_6954_7_45_genomic',cluster3
GCF_001321965_1_6586_8_5_genomic',cluster9
GCF_001321985_1_6954_7_43_genomic',cluster5
GCF_001322005_1_6954_8_51_genomic',cluster3
GCF_001322025_1_6954_1_55_genomic',cluster3
GCF_001322045_1_6954_8_70_genomic',cluster5
GCF_001322065_1_6586_8_2_genomic',cluster1
GCF_001322085_1_6954_1_70_genomic',cluster5
GCF_001322105_1_6954_7_14_genomic',cluster3
GCF_001322125_1_6954_8_73_genomic',cluster3
GCF_001322145_1_6954_1_56_genomic',cluster6
GCF_001322165_1_6972_6_10_genomic',cluster1
GCF_001322185_1_6954_7_27_genomic',cluster6
GCF_001322205_1_6954_7_37_genomic',cluster6
GCF_001322225_1_6972_6_43_genomic',cluster6
GCF_001322245_1_6954_1_59_genomic',cluster3
GCF_001322265_1_6954_8_74_genomic',cluster5
GCF_001322285_1_6954_1_96_genomic',cluster6
GCF_001322305_1_6954_8_60_genomic',cluster1
GCF_001322325_1_6972_6_40_genomic',cluster3
GCF_001322345_1_6954_7_4_genomic',cluster6
GCF_001322365_1_6954_8_87_genomic',cluster6
GCF_001322385_1_6954_1_95_genomic',cluster6
GCF_001322405_1_6954_1_93_genomic',cluster6
GCF_001322425_1_6954_8_88_genomic',cluster6
GCF_001322445_1_6972_6_15_genomic',cluster5
GCF_001322465_1_6954_1_94_genomic',cluster6
GCF_001322485_1_6954_1_79_genomic',cluster5
GCF_001322505_1_6954_1_92_genomic',cluster6
GCF_001322525_1_6586_8_6_genomic',cluster5
GCF_001322545_1_6954_8_66_genomic',cluster3
GCF_001322565_1_6586_8_7_genomic',cluster5
GCF_001322585_1_6972_6_33_genomic',cluster5
GCF_001322605_1_6954_1_65_genomic',cluster6
GCF_001322625_1_6954_7_9_genomic',cluster5
GCF_001322645_1_6954_7_20_genomic',cluster6
GCF_001322665_1_6972_6_37_genomic',cluster5
GCF_001322685_1_6972_6_35_genomic',cluster6
GCF_001322705_1_7841_6_21_genomic',cluster6
GCF_001322725_1_7156_7_70_genomic',cluster6
GCF_001322745_1_7156_7_67_genomic',cluster3
GCF_001322765_1_7769_7_26_genomic',cluster3
GCF_001322785_1_7755_3_67_genomic',cluster5
GCF_001322805_1_7156_7_68_genomic',cluster1
GCF_001322825_1_7841_7_61_genomic',cluster5
GCF_001322845_1_7755_2_22_genomic',cluster5
GCF_001322865_1_7755_3_73_genomic',cluster5
GCF_001322885_1_7841_7_91_genomic',cluster6
GCF_001322905_1_7755_3_72_genomic',cluster3
GCF_001322925_1_7841_6_37_genomic',cluster5
GCF_001322945_1_7156_7_86_genomic',cluster3
GCF_001322965_1_7156_7_87_genomic',cluster3
GCF_001323005_1_7841_6_40_genomic',cluster3
GCF_001323025_1_7755_2_18_genomic',cluster3
GCF_001323045_1_7755_5_58_genomic',cluster3
GCF_001323065_1_7755_5_59_genomic',cluster5
GCF_001323085_1_7755_3_93_genomic',cluster3
GCF_001323105_1_7769_8_69_genomic',cluster3
GCF_001323125_1_7841_6_20_genomic',cluster6
GCF_001323145_1_7769_8_68_genomic',cluster1
GCF_001323165_1_7755_3_89_genomic',cluster6
GCF_001323185_1_7755_2_37_genomic',cluster5
GCF_001323205_1_7314_8_81_genomic',cluster3
GCF_001323225_1_7755_2_39_genomic',cluster5
GCF_001323245_1_7314_8_85_genomic',cluster3
GCF_001323265_1_7314_8_84_genomic',cluster5
GCF_001323285_1_7841_6_28_genomic',cluster5
GCF_001323305_1_7755_4_16_genomic',cluster5
GCF_001323325_1_7755_3_84_genomic',cluster5
GCF_001323345_1_7841_6_26_genomic',cluster3
GCF_001323365_1_7755_4_45_genomic',cluster5
GCF_001323385_1_7755_4_43_genomic',cluster3
GCF_001323405_1_7841_7_59_genomic',cluster6
GCF_001323425_1_7841_7_94_genomic',cluster3
GCF_001323445_1_7769_8_72_genomic',cluster6
GCF_001323465_1_7156_7_92_genomic',cluster3
GCF_001323485_1_7841_7_80_genomic',cluster1
GCF_001323505_1_7156_7_91_genomic',cluster6
GCF_001323525_1_7755_4_38_genomic',cluster6
GCF_001323545_1_7769_8_93_genomic',cluster6
GCF_001323565_1_7755_4_39_genomic',cluster3
GCF_001323585_1_7841_7_54_genomic',cluster3
GCF_001323605_1_7755_2_5_genomic',cluster3
GCF_001323625_1_7755_4_48_genomic',cluster6
GCF_001323645_1_7755_5_49_genomic',cluster5
GCF_001323665_1_7841_6_5_genomic',cluster5
GCF_001323685_1_7841_6_4_genomic',cluster3
GCF_001323705_1_7841_6_13_genomic',cluster3
GCF_001323725_1_7841_7_52_genomic',cluster6
GCF_001323745_1_7841_6_11_genomic',cluster3
GCF_001323765_1_7755_3_57_genomic',cluster6
GCF_001323785_1_7755_3_80_genomic',cluster5
GCF_001323805_1_7156_6_10_genomic',cluster5
GCF_001323825_1_7841_7_75_genomic',cluster3
GCF_001323845_1_7841_7_74_genomic',cluster6
GCF_001323865_1_7755_5_70_genomic',cluster3
GCF_001323885_1_7755_3_82_genomic',cluster3
GCF_001323905_1_7156_7_77_genomic',cluster3
GCF_001323925_1_7755_5_71_genomic',cluster5
GCF_001323945_1_7769_8_53_genomic',cluster3
GCF_001323965_1_7755_3_75_genomic',cluster5
GCF_001323985_1_7769_7_19_genomic',cluster1
GCF_001324005_1_7755_2_12_genomic',cluster5
GCF_001324025_1_7769_8_58_genomic',cluster6
GCF_001324045_1_7769_7_6_genomic',cluster5
GCF_001324065_1_7156_7_81_genomic',cluster3
GCF_001324085_1_7841_7_66_genomic',cluster3
GCF_001324105_1_7156_6_29_genomic',cluster5
GCF_001324125_1_7769_7_5_genomic',cluster3
GCF_001324145_1_7755_5_81_genomic',cluster5
GCF_001324165_1_7769_8_89_genomic',cluster3
GCF_001324205_1_7755_2_27_genomic',cluster1
GCF_001324225_1_7769_8_88_genomic',cluster6
GCF_001324245_1_7755_3_94_genomic',cluster6
GCF_001324265_1_7755_2_44_genomic',cluster5
GCF_001324285_1_7314_8_76_genomic',cluster3
GCF_001324305_1_7769_7_34_genomic',cluster5
GCF_001324325_1_7841_7_70_genomic',cluster6
GCF_001324345_1_7755_3_50_genomic',cluster6
GCF_001324365_1_7935_3_56_genomic',cluster6
GCF_001324385_1_7935_3_66_genomic',cluster6
GCF_001324405_1_7935_3_88_genomic',cluster3
GCF_001324425_1_7935_3_89_genomic',cluster3
GCF_001324445_1_7935_3_90_genomic',cluster5
GCF_001324465_1_7935_3_71_genomic',cluster3
GCF_001324485_1_7935_3_68_genomic',cluster3
GCF_001324505_1_7935_3_86_genomic',cluster3
GCF_001324525_1_7935_3_87_genomic',cluster3
GCF_001324545_1_7935_3_84_genomic',cluster5
GCF_001324565_1_7935_3_77_genomic',cluster6
GCF_001324585_1_7935_3_85_genomic',cluster3
GCF_001324605_1_7935_3_74_genomic',cluster3
GCF_001324625_1_7935_3_82_genomic',cluster6
GCF_001324645_1_7935_3_83_genomic',cluster9
GCF_001324665_1_7935_3_79_genomic',cluster5
GCF_001324685_1_7935_3_72_genomic',cluster6
GCF_001324705_1_7935_3_81_genomic',cluster1
GCF_001324725_1_8898_8_66_genomic',cluster3
GCF_001324745_1_8987_4_90_genomic',cluster3
GCF_001324765_1_8987_4_78_genomic',cluster6
GCF_001324785_1_8898_8_21_genomic',cluster5
GCF_001324805_1_8987_4_1_genomic',cluster3
GCF_001324825_1_8939_3_13_genomic',cluster1
GCF_001324845_1_8987_5_39_genomic',cluster3
GCF_001324865_1_8987_4_70_genomic',cluster5
GCF_001324885_1_8987_5_40_genomic',cluster5
GCF_001324905_1_8987_4_95_genomic',cluster3
GCF_001324925_1_8987_4_91_genomic',cluster3
GCF_001324945_1_8987_5_17_genomic',cluster3
GCF_001324965_1_8898_8_44_genomic',cluster6
